stage,category,tier,cost,use,name,url,status,notes
build,css-methodology,more,free,reading,CUBE,https://cube.fyi,live,"CUBE CSS is a CSS methodology that's orientated towards simplicity, pragmatism and consistency. |"
motion,css-animation,more,free,open-source library,Gradienty Animations,https://gradienty.codes/animations,moved,Over 600+ Curated Animations ready to copy & paste. |
motion,css-animation,top,free,open-source library,Animate.css,https://animate.style,live,Just-add-water CSS animations |
motion,css-animation,more,free,open-source library,Bounce.js,http://bouncejs.com,live,Bounce.js is a tool and JS library that lets you create beautiful CSS3 powered animations |
motion,css-animation,more,free,open-source library,Anime.js,https://animejs.com,live,"Anime.js (/ˈæn.ə.meɪ/) is a lightweight JavaScript animation library with a simple, yet powerful API. It works with CSS "
motion,css-animation,top,free,open-source library,Magic Animations,https://www.minimamente.com/project/magic,live,Animations has been one of the most impressive animation libraries available |
motion,css-animation,more,free,open-source library,Zdog,https://zzz.dog,live,"Round, flat, designer-friendly pseudo-3D engine for canvas & SVG |"
motion,css-animation,more,free,open-source library,CSShake,http://elrumordelaluz.github.io/csshake,live,CSShake delivers exactly what it says on the box - a CSS library designed specifically for shaking elements within your 
motion,css-animation,top,free,open-source library,Hover.css,http://ianlunn.github.io/Hover,live,Hover.css is a CSS animation library designed for use with buttons and other UI elements in your website |
motion,css-animation,more,free,open-source library,AniJS,http://anijs.github.io,live,AniJS is an animation library that allows you to add animations to elements in a simple ‘sentence-like' structure |
motion,css-animation,top,free,open-source library,Animista,http://animista.net,live,CSS Animations On Demand |
motion,css-animation,more,free,open-source library,Tachyons-animate,https://github.com/anater/tachyons-animate,live,Tachyons itself is an atomic CSS library with a ton of utility classes for essentially designing anything by adding clas
motion,css-animation,more,free,open-source library,Sequence.js,https://www.sequencejs.com,moved,"Sequence.js is a JavaScript library that provides a responsive CSS framework for creating unique sliders, presentations,"
motion,css-animation,more,free,open-source library,Infinite,https://tilomitra.github.io/infinite,live,"These animations, like rotations and pulses, that are specifically designed to run and repeat forever |"
motion,css-animation,more,free,open-source library,OBNOXIOUS.CSS,http://tholman.com/obnoxious,live,"Animations for the strong of heart, and weak of mind |"
motion,css-animation,more,free,open-source library,MOTION UI,https://zurb.com/playground/motion-ui,live,A Sass library for creating flexible CSS transitions and animations |
motion,css-animation,more,free,open-source library,Keyframes.app,https://keyframes.app,live,A graphical user interface for generating custom CSS keyframe animations |
motion,css-animation,more,free,open-source library,thoughtbot,https://thoughtbot.com/blog/transitions-and-transforms,live,CSS Transitions and Transformations for Beginners |
motion,css-animation,more,free,open-source library,SVG Artista,https://svgartista.net,live,A useful tool to animate stroke and fill properties in SVG images with plain CSS code |
motion,css-animation,more,free,open-source library,AnimXYZ,https://animxyz.com,live,"AnimXYZ helps you create, customize, and compose animations for your website. Built for Vue, React, SCSS, and CSS |"
motion,css-animation,more,free,open-source library,Whirl,https://github.com/jh3y/whirl,live,CSS loading animations with minimal effort! |
motion,css-animation,more,free,open-source library,Hamburgers,https://jonsuh.com/hamburgers,live,Hamburgers is a collection of tasty CSS-animated hamburger icons. Also included is the source as a Sass library. It's mo
motion,css-animation,more,free,open-source library,CSS Loaders & Spinners,https://cssloaders.github.io,live,"This is a library having a collection of different types of CSS loaders, spinners |"
motion,css-animation,more,free,open-source library,Motion,https://motion.dev,live,"The motion package (Framer Motion and Motion One merged): springs, useInView and the useReducedMotion JS guard |"
motion,css-animation,more,free,open-source library,pocoloco,https://pocoloco.io,live,Generate dynamic backgrounds for your website |
motion,css-animation,more,free,open-source library,AniX,https://adajuly.github.io/AniX,live,Super easy and lightweight css animation library. |
motion,css-animation,top,free,open-source library,AOS,https://michalsnik.github.io/aos,live,Animate On Scroll Library. |
motion,css-animation,more,free,open-source library,Animatopy,https://sarthology.github.io/Animatopy,live,Just-add-water CSS animations snippets |
motion,js-animation,top,free,open-source library,GSAP,https://gsap.com,live,A JavaScript library for building high-performance animations that work in every major browser |
motion,js-animation,more,free,open-source library,Velocity.js,http://velocityjs.org,live,Velocity is a lightweight animation engine with the same API as jQuery's $.animate() |
motion,js-animation,more,free,open-source library,lax.js,https://github.com/alexfoxy/laxxx,live,Simple & light weight vanilla javascript plugin to create smooth & beautiful animations when you scroll! |
motion,js-animation,more,free,open-source library,Rellax.js,https://github.com/dixonandmoe/rellax,live,"A buttery smooth, super lightweight, vanilla javascript parallax library |"
motion,js-animation,top,free,open-source library,three.js,https://github.com/mrdoob/three.js,live,"An easy to use, lightweight, 3D library with a default WebGL renderer. |"
motion,js-animation,more,free,open-source library,Atropos,https://atroposjs.com,live,"Atropos is a lightweight, free and open-source JavaScript library to create stunning touch-friendly 3D parallax hover ef"
motion,js-animation,more,free,open-source library,wow.js,https://wowjs.uk,live,Reveal Animations When You Scroll. |
motion,js-animation,more,free,open-source library,chocolat.js,http://chocolat.insipi.de,live,Free lightbox plugin. |
motion,js-animation,more,free,open-source library,Tilt.js,http://gijsroge.github.io/tilt.js,live,A tiny requestAnimationFrame powered 60+fps lightweight parallax hover tilt effect for jQuery. |
motion,js-animation,more,free,open-source library,Roughnotation,https://roughnotation.com,live,Rough Notation is a small JavaScript library to create and animate annotations on a web page |
motion,js-animation,more,free,open-source library,tsParticles,https://particles.js.org,live,"A lightweight library for creating particles, an improved version of the abandoned and obsolete particles.js |"
motion,js-animation,more,free,open-source library,Particles.js,https://vincentgarreau.com/particles.js,live,A lightweight JavaScript library for creating particles |
motion,js-animation,more,free,open-source library,mo.js,https://mojs.github.io,live,The motion graphics toolbelt for the web |
motion,js-animation,more,free,open-source library,Lightbox2,https://lokeshdhakar.com/projects/lightbox2,live,A small JS library to overlay images on top of the current page. |
motion,js-animation,more,free,open-source library,Slick,https://kenwheeler.github.io/slick,live,Fully responsive carousel |
motion,js-animation,more,free,open-source library,barba.js,https://barba.js.org,live,Create fluid and smooth transitions between your website's pages. |
motion,js-animation,more,free,open-source library,Locomotive Scroll,https://locomotivemtl.github.io/locomotive-scroll,dead(404),A simple scroll library that provides detection of elements in viewport & smooth scrolling with parallax. |
motion,js-animation,more,free,open-source library,Owl carousel,https://owlcarousel2.github.io/OwlCarousel2,live,Free responsive jQuery carousel |
motion,js-animation,more,free,open-source library,Swiperjs,https://swiperjs.com,live,"Free, Open Source, Modern Slider without jQuery. Available for Vanilla JS and all modern frameworks like React, Vue, Ang"
motion,js-animation,more,free,open-source library,Splide,https://splidejs.com,live,"Free, pure JS library for carousels and sliders |"
motion,js-animation,more,free,open-source library,Simple Parallax,https://simpleparallax.com,live,The easiest way to get a parallax effect with javascript |
motion,js-animation,more,free,open-source library,KUTE.js,https://thednp.github.io/kute.js,live,KUTE.js is a JavaScript animation engine for modern browsers. |
motion,js-animation,more,free,open-source library,Granim.js,https://sarcadass.github.io/granim.js/index.html,live,Create fluid and interactive gradient animations with this small javascript library. |
motion,js-animation,more,free,open-source library,Popmotion,https://popmotion.io,live,Simple animation libraries for delightful user interfaces. |
motion,js-animation,more,free,open-source library,Vivus,https://maxwellito.github.io/vivus,live,"Vivus is a lightweight JavaScript class (with no dependencies) that allows you to animate SVGs, giving them the appearen"
motion,js-animation,more,free,open-source library,Typed.js,https://mattboldt.com/demos/typed-js,live,A JavaScript Typing Animation Library. |
